code,name,city,country,latitude_deg,longitude_deg
IFN,Isfahan Shahid Beheshti International Airport,Isfahan,Iran,32.755142,51.883877
IFO,Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,48.88420104980469,24.686100006103516
IFP,Laughlin Bullhead International Airport,Bullhead City,United States,35.154726,-114.559322
IGA,Inagua Airport,Matthew Town,Bahamas,20.975,-73.666901
IGD,Iğdır Airport,Iğdır,Turkey,39.976627,43.876648
IGL,Çiğli Airbase,Çiğli,Turkey,38.513,27.010099
IGM,Kingman Airport,Kingman,United States,35.259499,-113.938004
IGR,Cataratas Del Iguazú International Airport,Puerto Iguazu,Argentina,-25.737301,-54.4734
IGS,Ingolstadt Manching Airport,Manching,Germany,48.7156982421875,11.534000396728516
IGT,Magas Airport,Sunzha,Russia,43.323268,45.012568
IGU,Cataratas International Airport,Foz do Iguaçu,Brazil,-25.594167,-54.489444
IHR,Iranshahr Airport,Iranshahr,Iran,27.236099,60.720001
IIL,Ilam Airport,Ilam,Iran,33.58660125732422,46.40480041503906
IJK,Izhevsk Airport,Izhevsk,Russia,56.834524,53.462172
IKA,Imam Khomeini International Airport,Tehran,Iran,35.416099548339844,51.152198791503906
IKG,Karakol International Airport,Karakol,Kyrgyzstan,42.508099,78.407799
IKI,Iki Airport,Iki,Japan,33.7490005493,129.785003662
IKK,Greater Kankakee Airport,Kankakee,United States,41.07139968869999,-87.8462982178
IKS,Tiksi Airport,Tiksi,Russia,71.697700500488,128.90299987793
IKT,Irkutsk International Airport,Irkutsk,Russia,52.266707,104.395563
IKU,Issyk-Kul International Airport,Tamchy,Kyrgyzstan,42.585584,76.701181
ILD,Lleida-Alguaire Airport,Lleida,Spain,41.728185,0.535023
ILG,Wilmington Airport,Wilmington,United States,39.678699,-75.606499
ILI,Iliamna Airport,Iliamna,United States,59.754398,-154.910996
ILM,Wilmington International Airport,Wilmington,United States,34.272345,-77.905117
ILN,Wilmington Airpark,Wilmington,United States,39.427898407,-83.792098999
ILO,Iloilo International Airport,Cabatuan,Philippines,10.833017,122.493358
ILP,Île des Pins Airport,Île des Pins,New Caledonia,-22.5889,167.455994
ILQ,General Jorge Fernandez Maldon Airport,Ilo,Peru,-17.695,-71.344002
ILR,General Tunde Idiagbon International Airport,Ilorin/Ogbomosho,Nigeria,8.44021,4.49392
ILS,Ilopango International Airport,San Salvador,El Salvador,13.6995,-89.119904
ILY,Islay Airport,"Isle of Islay, Argyll and Bute",United Kingdom,55.682708,-6.257525
ILZ,Žilina-Dolný Hričov Airport,Dolný Hričov,Slovakia,49.233292,18.613386
IMF,Bir Tikendrajit International Airport,Imphal,India,24.76,93.896698
IMP,Prefeito Renato Moreira Airport,Imperatriz,Brazil,-5.53129,-47.459999
IMQ,Maku National Airport,Showt,Iran,39.191293,44.928505
IMT,Ford Airport,Kingsford,United States,45.81911,-88.114557
INA,Inta Airport,Inta,Russia,66.053372,60.105786
INC,Yinchuan Hedong International Airport,Yinchuan,China,38.322758,106.393214
IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403
INH,Inhambane Airport,Inhambane,Mozambique,-23.8764,35.408501
INI,Niš Constantine the Great Airport,Niš,Serbia,43.336538,21.856242
INK,Winkler County Airport,Wink,United States,31.7796,-103.200996
INL,Falls International Airport,International Falls,United States,48.566200256347656,-93.4030990600586
INN,Innsbruck Airport,Innsbruck,Austria,47.260201,11.344
INT,Smith Reynolds Airport,Winston Salem,United States,36.13370132446289,-80.22200012207031
INU,Nauru International Airport,Yaren,Nauru,-0.547893,166.919525
INV,Inverness Airport,Inverness,United Kingdom,57.5425,-4.0475
INW,Winslow Lindbergh Regional Airport,Winslow,United States,35.021900177,-110.722999573
INZ,In Salah Airport,In Salah,Algeria,27.250999,2.51202
IOA,Ioannina King Pyrrhus National Airport,Ioannina,Greece,39.6964,20.8225
IOM,Isle of Man Airport,Castletown,Isle of Man,54.083081,-4.623871
IOS,Bahia - Jorge Amado Airport,Ilhéus,Brazil,-14.815929,-39.033458
IPC,Mataveri International Airport,Isla De Pascua,Chile,-27.165411,-109.421027
IPH,Sultan Azlan Shah Airport,Ipoh,Malaysia,4.56733,101.091643
IPI,San Luis Airport,Ipiales,Colombia,0.861946,-77.671783
IPL,Imperial County Airport,Imperial,United States,32.83539,-115.574026
IPN,Usiminas Airport,Ipatinga,Brazil,-19.470699,-42.487598
IPT,Williamsport Regional Airport,Williamsport,United States,41.242126,-76.92245
IQA,Al Asad Air Base,Hīt,Iraq,33.7855987549,42.4412002563
IQM,Qiemo Yudu Airport,Qiemo,China,38.234516,85.465462
IQN,Qingyang Xifeng Airport,Qingyang (Xifeng),China,35.802638,107.598896
IQQ,Diego Aracena International Airport,Iquique,Chile,-20.536273,-70.181373
IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,-3.78474,-73.3088
IRD,Ishurdi Airport,Ishurdi,Bangladesh,24.1525,89.0494
IRG,Lockhart River Airport,Lockhart River,Australia,-12.7869,143.304993
IRI,Iringa Airport,Nduli,Tanzania,-7.66863,35.752102
IRJ,Capitan V A Almonacid Airport,La Rioja,Argentina,-29.381599,-66.795799
IRK,Kirksville Regional Airport,Kirksville,United States,40.09349822998047,-92.5448989868164
IRP,Matari Airport,Isiro,Democratic Republic of the Congo,2.82761,27.588301
ISA,Mount Isa Airport,Mount Isa,Australia,-20.66638,139.488468
ISB,Islamabad International Airport,Attock,Pakistan,33.549,72.82566
ISE,Süleyman Demirel International Airport,Isparta,Turkey,37.8554,30.368401
ISG,New Ishigaki Airport,Ishigaki,Japan,24.396389,124.245
ISK,Nashik International Airport,Nashik,India,20.119101,73.912903
ISL,İstanbul Atatürk Airport,Istanbul(Bakırköy),Turkey,40.971913,28.823714
ISM,Kissimmee Gateway Airport,Orlando,United States,28.2898006439,-81.4371032715
ISO,Kinston Regional Jetport At Stallings Field,Kinston,United States,35.331401825,-77.60880279540001
ISP,Long Island MacArthur Airport,Islip,United States,40.796324,-73.101703
IST,İstanbul Airport,Istanbul,Turkey,41.274874,28.732136
ISU,Jalal Talabani International Airport,Sulaymaniyah,Iraq,35.560487,45.315137
ITA,Itacoatiara Airport,Itacoatiara,Brazil,-3.126539,-58.481668
ITB,Itaituba Airport,Itaituba,Brazil,-4.242131,-56.000651
ITH,Ithaca Tompkins Regional Airport,Ithaca,United States,42.49100112915039,-76.4583969116211
ITM,Osaka Itami International Airport,Osaka,Japan,34.780853,135.440829
ITO,Hilo International Airport,Hilo,United States,19.72135,-155.045428
IUE,Niue International Airport,Alofi,Niue,-19.080109,-169.923493
IVC,Invercargill Airport,Invercargill,New Zealand,-46.41239929199219,168.31300354003906
IVL,Ivalo Airport,Ivalo,Finland,68.6073,27.4053
IVR,Inverell Airport,Inverell,Australia,-29.888299942,151.143997192
IWA,Ivanovo South Airport,Ivanovo,Russia,56.93939971923828,40.940799713134766
IWJ,Iwami Airport,Masuda,Japan,34.676399231,131.789993286
IWK,Iwakuni Kintaikyo Airport,Iwakuni,Japan,34.146333,132.247238
IWO,Ioto (Iwo Jima) Airbase,Ogasawara,Japan,24.784153,141.32261
IXA,Agartala - Maharaja Bir Bikram Airport,Agartala,India,23.886999,91.240402
IXB,Bagdogra Airport,Siliguri,India,26.6812,88.328598
IXC,Shaheed Bhagat Singh International Airport,Chandigarh,India,30.6735,76.788498
IXD,Prayagraj Airport,Allahabad,India,25.4401,81.733902
IXE,Mangaluru International Airport,Mangaluru,India,12.95471,74.886812
IXG,Belagavi Airport,Belgaum,India,15.8593,74.618301
IXH,Kailashahar Airport,Kailashahar,India,24.308657,92.00768
IXI,Lilabari North Lakhimpur Airport,Lilabari,India,27.295682,94.097266
IXJ,Jammu Airport,Jammu,India,32.688849,74.838152
IXK,Keshod Airport,Keshod,India,21.317101,70.270401
IXL,Leh Kushok Bakula Rimpochee Airport,Leh,India,34.135899,77.546501
IXM,Madurai Airport,Madurai,India,9.83450984955,78.09339904790001
IXP,Pathankot Airport,Pathankot,India,32.233611,75.634444
IXR,Birsa Munda Airport,Ranchi,India,23.314300537100003,85.3217010498
IXS,Silchar Airport,Silchar,India,24.9129009247,92.97869873050001
IXU,Aurangabad Airport,Aurangabad,India,19.862875,75.396312
IXW,Sonari Airport,Jamshedpur,India,22.813706,86.168981
IXX,Bidar Airport / Bidar Air Force Station,Bidar,India,17.9081,77.487099
IXY,Kandla Airport,Kandla,India,23.1127,70.100304
IXZ,Veer Savarkar International Airport / INS Utkrosh,Port Blair,India,11.640194,92.72902
IZA,Presidente Itamar Franco Airport,Juiz de Fora,Brazil,-21.513086,-43.173069
IZO,Izumo Enmusubi Airport,Izumo,Japan,35.413601,132.889999
IZT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,Ixtepec,Mexico,16.445961,-95.093708
JAA,Jalalabad Airport,Jalalabad,Afghanistan,34.399799,70.498596
JAC,Jackson Hole Airport,Jackson,United States,43.6073,-110.737999
JAD,Perth Jandakot Airport,Perth,Australia,-32.09749984741211,115.88099670410156
JAE,Shumba Airport,Jaén,Peru,-5.59248,-78.774002
JAF,Jaffna International Airport,Jaffna,Sri Lanka,9.79233,80.070099
JAG,Shahbaz Air Base,Jacobabad,Pakistan,28.28420066833496,68.44969940185547
JAI,Jaipur International Airport,Jaipur,India,26.8242,75.812202
JAK,Jacmel Airport,Jacmel,Haiti,18.2411,-72.518501
JAL,El Lencero Airport,Emiliano Zapata,Mexico,19.475107,-96.797008
JAM,Bezmer Air Base,Bezmer,Bulgaria,42.454899,26.3522
JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,32.311199,-90.075897
JAU,Francisco Carle Airport,Jauja,Peru,-11.7831001282,-75.47339630130001
JAV,Ilulissat Airport,Ilulissat,Greenland,69.243202,-51.057098
JAX,Jacksonville International Airport,Jacksonville,United States,30.492469,-81.687813
JBQ,La Isabela International Airport,La Isabela,Dominican Republic,18.572500228881836,-69.98560333251953
JBR,Jonesboro Municipal Airport,Jonesboro,United States,35.83169937133789,-90.64640045166016
JCL,České Budějovice South Bohemian Airport,České Budějovice,Czech Republic,48.948171,14.42832
JCR,Jacareacanga Airport,Jacareacanga,Brazil,-6.23316,-57.776901
JCT,Kimble County Airport,Junction,United States,30.5112991333,-99.7634963989
JDE,Jiande Qiandaohu General Airport,Hangzhou,China,29.360905,119.180829
JDF,Francisco de Assis Airport,Juiz de Fora,Brazil,-21.791482,-43.386072
JDG,Jeongseok Airport,Jeju Island,South Korea,33.3996009827,126.711997986
JDH,Jodhpur Airport,Jodhpur,India,26.251100540161133,73.04889678955078
JDZ,Jingdezhen Luojia Airport,Jingdezhen,China,29.3386,117.176003
JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.680241,39.157436
JEE,Jérémie Airport,Carrefour Sanon,Haiti,18.663099,-74.170303
JEG,Aasiaat Airport,Aasiaat,Greenland,68.721802,-52.784698
JER,Jersey Airport,St. Peter,Jersey,49.207901,-2.19551
JFK,John F. Kennedy International Airport,New York,United States,40.639447,-73.779317
JFN,Northeast Ohio Regional Airport,Ashtabula,United States,41.778,-80.695503
JGA,Jamnagar Airport,Jamnagar,India,22.465499877929688,70.01260375976562
JGD,Daxing'anling Elunchun Airport,Jiagedaqi,China,50.371389,124.1175
JGN,Jiayuguan International Airport,Jiayuguan,China,39.859052,98.339344
JGS,Jinggangshan Airport,Ji'an,China,26.856899,114.737
JHB,Senai International Airport,Johor Bahru,Malaysia,1.64131,103.669998
JHF,São Paulo Catarina Executive Airport,São Roque,Brazil,-23.426886,-47.165658
JHG,Xishuangbanna Gasa International Airport,Jinghong (Gasa),China,21.974648,100.762224
JHM,Kapalua Airport,Lahaina,United States,20.9629,-156.673004
JHS,Sisimiut Airport,Sisimiut,Greenland,66.951302,-53.729301
JHW,Chautauqua County-Jamestown Airport,Jamestown,United States,42.15425,-79.254008
JIB,Djibouti-Ambouli Airport,Djibouti City,Djibouti,11.5473,43.1595
JIC,Jinchang Jinchuan Airport,Jinchang,China,38.542222,102.348333
JIJ,Gerad Wilwal International Airport,Jijiga,Ethiopia,9.331907,42.911811
JIM,Jimma Airport,Jimma,Ethiopia,7.66609001159668,36.81660079956055
JIQ,Qianjiang Wulingshan Airport,Qianjiang,China,29.5133333333,108.831111111
JJD,Comandante Ariston Pessoa Airport,Cruz,Brazil,-2.906425,-40.357338
JJI,Juanjui Airport,Juanjuí,Peru,-7.1691,-76.7286
JJN,Quanzhou Jinjiang International Airport,Quanzhou,China,24.795855,118.588599
JJU,Qaqortoq Airport,Qaqortoq,Greenland,60.76383,-46.065001
JKG,Jönköping Airport,Jönköping,Sweden,57.757598876953125,14.068699836730957
JKH,Chios Island National Airport,Chios Island,Greece,38.34320068359375,26.140600204467773
JKR,Janakpur Airport,Janakpur,Nepal,26.708799,85.922401
JLN,Joplin Regional Airport,Joplin,United States,37.151798,-94.498299
JLR,Jabalpur Airport,Jabalpur,India,23.177799,80.052002
JMJ,Lancang Jingmai Airport,Pu'er (Lancang),China,22.417733,99.784012
JMK,Mykonos Island National Airport,Mykonos,Greece,37.435101,25.348101
JMS,Jamestown Regional Airport,Jamestown,United States,46.92969894,-98.67819977
JMU,Jiamusi Songjiang International Airport,Jiamusi,China,46.842793,130.46426
JNB,O.R. Tambo International Airport,Johannesburg,South Africa,-26.140081,28.246801
JNG,Jining Da'an Airport,Jining,China,35.647358,116.743269
JNH,Jiaxing Nanhu Airport,"Xiuzhou, Hangzhou",China,30.698056,120.663056
JNU,Juneau International Airport,Juneau,United States,58.354935,-134.574416
JNZ,Jinzhou Bay Airport,Jinzhou (Linghai),China,40.936032,121.277114
JOE,Joensuu Airport,Joensuu,Finland,62.658815,29.619398
JOG,Adisutjipto International Airport,Yogyakarta,Indonesia,-7.78818,110.431999
JOH,Port St Johns Airport,Port St Johns,South Africa,-31.60612,29.52175
JOI,Lauro Carneiro de Loyola Airport,Joinville,Brazil,-26.224501,-48.797401
JOK,Yoshkar-Ola Airport,Yoshkar-Ola,Russia,56.7006,47.904701
JOL,Jolo Airport,Jolo,Philippines,6.05367,121.011002
JOS,Yakubu Gowon Airport,Jos,Nigeria,9.639829635620117,8.869050025939941
JPA,Presidente Castro Pinto International Airport,João Pessoa,Brazil,-7.148691,-34.950554
JRF,Kalaeloa Airport,Kapolei,United States,21.3074,-158.070009
JRH,Jorhat Airport,Jorhat,India,26.730456,94.175416
JRO,Kilimanjaro International Airport,Arusha,Tanzania,-3.427049,37.07353
JSH,Sitia Airport,Crete Island,Greece,35.21609878540039,26.101299285888672
JSI,Skiathos Island National Airport,Skiathos,Greece,39.177101,23.5037
JSJ,Jiansanjiang Shidi Airport,Jiansanjiang,China,47.108248,132.65792
JSO,Dr. Luciano de Arruda Coelho Regional Airport,Sobral,Brazil,-3.614488,-40.231426
JSR,Jessore Airport,Jashore (Jessore),Bangladesh,23.1838,89.160797
JST,John Murtha Johnstown Cambria County Airport,Johnstown,United States,40.31610107421875,-78.83390045166016
JTC,Bauru/Arealva–Moussa Nakhal Tobias State Airport,Bauru,Brazil,-22.160755,-49.070325
JTR,Santorini International Airport,Santorini Island,Greece,36.400045,25.478638
JUB,Juba International Airport,Juba,South Sudan,4.87201,31.601101
JUJ,Gobernador Horacio Guzman International Airport,San Salvador de Jujuy,Argentina,-24.392799,-65.097801
JUL,Inca Manco Capac International Airport,Juliaca,Peru,-15.467689,-70.15653
JUZ,Quzhou Airport,Quzhou (Kezheng),China,28.96613,118.898793
JWA,Jwaneng Airport,Jwaneng,Botswana,-24.602301,24.691
JWN,Zanjan Airport,Zanjan,Iran,36.7737007141,48.3594017029
JWO,Jungwon Air Base/Chungju Airport,Gimseang-ro,South Korea,37.03024,127.886353
JXA,Jixi Xingkaihu Airport,Jixi,China,45.293,131.193
JXN,Jackson County Airport/Reynolds Field,Jackson,United States,42.260509,-84.463019
JYR,Jiroft Airport,Jiroft,Iran,28.723519,57.675037
JYV,Jyväskylä Airport,Jyväskylän Maalaiskunta,Finland,62.399502,25.678301
JZH,Jiuzhai Huanglong Airport,Ngawa (Songpan),China,32.853333,103.682222
KAB,Kariba Airport,Kariba,Zimbabwe,-16.5198,28.885
KAC,Qamishli International Airport,Qamishli,Syria,37.020599,41.191399
KAD,Kaduna International Airport,Kaduna,Nigeria,10.696,7.32011
KAG,Gangneung Airport (K-18),Gangneung,South Korea,37.753601,128.943915
KAI,Kaieteur Airport,Kaieteur Falls,Guyana,5.177349,-59.48898
KAJ,Kajaani Airport,Kajaani,Finland,64.2855,27.6924
KAN,Mallam Aminu Kano International Airport,Kano,Nigeria,12.045613,8.523566
KAO,Kuusamo Airport,Kuusamo,Finland,65.987602,29.239401
KAT,Kaitaia Airport,Awanui,New Zealand,-35.069837,173.287053
KAU,Kauhava Airfield,Kauhava,Finland,63.127102,23.051399
KAW,Kawthoung Airport,Kawthoung,Myanmar,10.049300193786621,98.53800201416016
KBK,Kushinagar International Airport,Kushinagar,India,26.776534,83.889214
KBL,Kabul International Airport,Kabul,Afghanistan,34.565899,69.212303
KBP,Boryspil International Airport,Boryspil,Ukraine,50.345001,30.894699
KBR,Sultan Ismail Petra Airport,Kota Baharu,Malaysia,6.1668500900268555,102.29299926757812
KBS,Bo Airport,Bo,Sierra Leone,7.9444,-11.761
KBV,Krabi International Airport,Krabi,Thailand,8.095591,98.988955
KCH,Kuching International Airport,Kuching,Malaysia,1.487364,110.352859
KCM,Kahramanmaraş Airport,Kahramanmaraş,Turkey,37.5388259888,36.9535217285
KCO,Cengiz Topel Airport,Kartepe,Turkey,40.735001,30.0833
KCT,Koggala Airport,Galle,Sri Lanka,5.993680000305176,80.32029724121094
KCY,Krasnoyarsk Cheremshanka Airport,Krasnoyarsk,Russia,56.177584,92.545881
KCZ,Kochi Ryoma Airport,Nankoku,Japan,33.545217,133.670166
KDH,Ahmad Shah Baba International Airport,Kandahar,Afghanistan,31.505769,65.847963
KDL,Kärdla Airport,Kärdla,Estonia,58.99079895019531,22.830699920654297
KDM,Kaadedhdhoo Airport,Huvadhu Atoll,Maldives,0.488131,72.996902
KDO,Kadhdhoo Airport,Kadhdhoo,Maldives,1.8591699600219727,73.52189636230469
KDT,Kamphaeng Saen Airport,Nakhon Pathom,Thailand,14.1020002365,99.9171981812
KDU,Skardu International Airport,Skardu,Pakistan,35.33866,75.538648
KEF,Keflavik International Airport,Reykjavík,Iceland,63.985001,-22.6056
KEJ,Alexei Leonov Kemerovo International Airport,Kemerovo,Russia,55.2701,86.107201
KEL,Kiel-Holtenau Airport,Kiel,Germany,54.37957,10.145266
KEM,Kemi-Tornio Airport,Kemi / Tornio,Finland,65.778701782227,24.582099914551
KEN,Kenema Airport,Kenema,Sierra Leone,7.896364,-11.174126
KEP,Nepalgunj Airport,Nepalgunj,Nepal,28.1036,81.667
KER,Ayatollah Hashemi Rafsanjani International Airport,Kerman,Iran,30.271276,56.949692
KES,Kelsey Airport,Kelsey,Canada,56.0374984741,-96.50969696039999
KET,Kengtung Airport,Kengtung,Myanmar,21.301599502563477,99.63600158691406
KEV,Halli Airport,Jämsä,Finland,61.856039,24.786686
KFS,Kastamonu Airport,Kastamonu,Turkey,41.314201,33.795799
KFZ,Kukës International Airport,Kukës,Albania,42.035802,20.415955
KGA,Kananga Airport,Kananga,Democratic Republic of the Congo,-5.90005,22.4692
KGD,Khrabrovo Airport,Kaliningrad,Russia,54.89161,20.598559
KGF,Sary-Arka Airport,Karaganda,Kazakhstan,49.670799,73.334396
KGG,Kédougou Airport,Kédougou,Senegal,12.57229995727539,-12.22029972076416
KGI,Kalgoorlie Boulder Airport,Broadwood,Australia,-30.791543,121.464586
KGJ,Karonga Airport,Karonga,Malawi,-9.953571,33.893264
KGL,Kigali International Airport,Kigali,Rwanda,-1.96863,30.1395
KGP,Kogalym International Airport,Kogalym,Russia,62.190399169921875,74.53379821777344
KGS,"Kos International Airport ""Ippokratis""",Kos Island,Greece,36.794523,27.09115
KGT,Kangding Airport,Garzê (Kangding),China,30.142464,101.73872
KHE,Kherson International Airport,Kherson,Ukraine,46.6758,32.506401
KHG,Kashgar Laining International Airport,Kashgar,China,39.542273,76.02023
